ISSUEDATE,CREATEDBYTYPE,JOBTYPE,COUNTLICENSES
2016-10-07 12:27:17,Online,Application,1
2016-10-07 12:33:11,Staff,Application,1
2016-10-07 12:44:19,Staff,Application,1
2016-10-07 12:54:35,Staff,Application,1
2016-10-07 12:57:39,Staff,Application,1
2016-10-07 13:03:25,Staff,Application,1
2016-10-07 13:10:05,Online,Application,1
2016-10-07 13:18:19,Staff,Application,1
2016-10-07 13:18:59,Staff,Application,1
2016-10-07 13:23:36,Staff,Application,1
2016-10-07 13:31:34,Staff,Application,1
2016-10-07 13:36:49,Staff,Application,1
2016-10-07 13:50:07,Staff,Application,1
2016-10-07 13:52:39,Online,Application,1
2016-10-07 14:08:55,Staff,Application,1
2016-10-07 14:22:59,Staff,Application,1
2016-10-07 14:41:08,Staff,Application,1
2016-10-07 14:41:11,Online,Application,1
2016-10-07 14:42:28,Online,Application,1
2016-10-07 14:43:35,Online,Application,1
2016-10-07 14:45:49,Online,Application,1
2016-10-07 14:46:51,Staff,Application,1
2016-10-07 14:48:23,Online,Application,1
2016-10-07 14:51:28,Staff,Application,1
2016-10-07 15:00:39,Staff,Application,1
2016-10-07 15:00:42,Online,Application,1
2016-10-07 15:19:43,Online,Application,1
2016-10-07 15:22:49,Online,Application,1
2016-10-07 15:33:54,Staff,Application,1
2016-10-07 15:45:51,Staff,Application,1
2016-10-07 15:52:35,Online,Application,1
2016-10-07 15:58:09,Staff,Application,1
2016-10-07 16:08:58,Staff,Application,1
2016-10-07 16:11:44,Online,Application,1
2016-10-07 16:13:08,Staff,Application,1
2016-10-07 16:14:21,Staff,Application,1
2016-10-07 16:18:46,Staff,Application,1
2016-10-07 16:19:18,Staff,Application,1
2016-10-07 16:19:21,Online,Application,1
2016-10-07 16:26:35,Staff,Application,1
2016-10-07 16:56:53,Online,Application,1
2016-10-08 00:00:00,Staff,Renewal,43
2016-10-08 01:16:55,Staff,Application,1
2016-10-08 01:17:08,Staff,Application,1
2016-10-08 01:46:41,Staff,Application,1
2016-10-08 01:47:13,Staff,Application,1
2016-10-08 01:47:28,Staff,Application,1
2016-10-08 01:47:52,Staff,Application,1
2016-10-08 01:48:06,Staff,Application,1
2016-10-08 01:48:18,Staff,Application,1
2016-10-08 01:48:33,Staff,Application,1
2016-10-08 01:48:46,Staff,Application,1
2016-10-08 01:48:58,Staff,Application,1
2016-10-08 01:49:11,Staff,Application,1
2016-10-08 01:49:23,Staff,Application,1
2016-10-08 01:49:37,Staff,Application,1
2016-10-08 01:51:09,Online,Application,1
2016-10-08 01:51:22,Online,Application,1
2016-10-08 01:51:55,Staff,Application,1
2016-10-08 07:25:34,Staff,Application,1
2016-10-08 08:43:30,Staff,Application,1
2016-10-08 08:45:28,Staff,Application,1
2016-10-08 13:18:07,Staff,Application,1
2016-10-08 13:23:25,Staff,Application,1
2016-10-08 18:04:35,Online,Application,1
2016-10-09 00:00:00,Staff,Renewal,11
2016-10-09 00:42:00,Online,Application,1
2016-10-09 00:42:10,Online,Application,1
2016-10-09 00:42:30,Staff,Application,1
2016-10-09 00:42:38,Online,Application,1
2016-10-09 13:20:55,Online,Application,1
2016-10-09 14:46:16,Online,Application,1
2016-10-09 16:16:58,Online,Application,1
2016-10-09 16:26:38,Online,Application,1
2016-10-09 16:50:07,Online,Application,1
2016-10-09 21:17:18,Online,Application,1
2016-10-09 21:28:05,Online,Application,1
2016-10-10 00:00:00,Staff,Renewal,16
2016-10-10 12:21:50,Online,Application,1
2016-10-10 12:39:33,Online,Application,1
2016-10-10 20:42:26,Online,Application,1
2016-10-11 00:00:00,Staff,Renewal,40
2016-10-11 08:20:53,Staff,Application,1
2016-10-11 08:43:06,Staff,Application,1
2016-10-11 08:59:43,Online,Application,1
2016-10-11 09:04:50,Staff,Application,1
2016-10-11 09:08:41,Staff,Application,1
2016-10-11 09:18:15,Online,Application,1
2016-10-11 09:20:53,Online,Application,1
2016-10-11 09:22:22,Online,Application,1
2016-10-11 09:59:17,Staff,Application,1
2016-10-11 10:18:03,Online,Application,1
2016-10-11 10:19:12,Online,Application,2
2016-10-11 10:31:22,Online,Application,1
2016-10-11 10:36:20,Staff,Application,1
2016-10-11 10:39:25,Online,Application,1
2016-10-11 10:43:06,Online,Application,1
2016-10-11 10:49:01,Online,Application,1
2016-10-11 10:56:35,Online,Application,1
2016-10-11 11:16:44,Staff,Application,1
2016-10-11 11:23:47,Online,Application,1
2016-10-11 11:33:01,Online,Application,1
2016-10-11 11:35:08,Online,Application,1
2016-10-11 11:37:27,Online,Application,1
2016-10-11 11:41:59,Online,Application,1
2016-10-11 11:47:17,Online,Application,1
2016-10-11 11:59:20,Online,Application,1
2016-10-11 12:02:42,Online,Application,1
2016-10-11 12:14:19,Online,Application,1
2016-10-11 12:21:38,Online,Application,1
2016-10-11 12:24:10,Staff,Application,1
2016-10-11 12:26:58,Online,Application,1
2016-10-11 12:30:10,Online,Application,1
2016-10-11 12:30:11,Online,Application,1
2016-10-11 12:33:35,Staff,Application,1
2016-10-11 12:35:24,Online,Application,1
2016-10-11 12:39:11,Online,Application,1
2016-10-11 12:59:12,Staff,Application,1
2016-10-11 13:02:12,Online,Application,1
2016-10-11 13:18:05,Staff,Application,1
2016-10-11 13:18:24,Online,Application,1
2016-10-11 13:31:18,Staff,Application,1
2016-10-11 13:33:31,Staff,Application,1
2016-10-11 13:37:51,Online,Application,1
2016-10-11 13:43:46,Online,Application,1
2016-10-11 13:51:23,Staff,Application,1
2016-10-11 14:00:29,Staff,Application,1
2016-10-11 14:05:57,Online,Application,1
2016-10-11 14:28:03,Staff,Application,1
2016-10-11 14:29:38,Staff,Application,1
2016-10-11 14:33:33,Staff,Application,1
2016-10-11 14:34:25,Staff,Application,1
2016-10-11 14:53:59,Staff,Application,1
2016-10-11 14:57:26,Online,Application,1
2016-10-11 15:05:01,Staff,Application,1
2016-10-11 15:06:44,Staff,Application,1
2016-10-11 15:11:59,Staff,Application,1
2016-10-11 15:15:22,Online,Application,1
2016-10-11 15:18:24,Staff,Application,1
2016-10-11 15:21:31,Online,Application,1
2016-10-11 15:29:32,Staff,Application,1
2016-10-11 15:39:57,Online,Application,1
2016-10-11 15:40:19,Staff,Application,1
2016-10-11 15:41:58,Online,Application,1
2016-10-11 15:43:10,Staff,Application,1
2016-10-11 15:43:35,Online,Application,1
2016-10-11 15:46:22,Staff,Application,1
2016-10-11 15:48:34,Staff,Application,1
2016-10-11 15:50:09,Staff,Application,1
2016-10-11 15:51:22,Online,Application,1
2016-10-11 15:52:31,Online,Application,1
2016-10-11 15:55:57,Online,Application,1
2016-10-11 15:58:07,Online,Application,1
2016-10-11 15:59:06,Online,Application,1
2016-10-11 16:01:25,Online,Application,1
2016-10-11 16:04:25,Staff,Application,1
2016-10-11 16:25:37,Online,Application,1
2016-10-11 16:29:15,Online,Application,1
2016-10-11 17:04:24,Online,Application,1
2016-10-11 18:57:19,Online,Application,1
2016-10-11 21:47:48,Online,Application,1
2016-10-12 00:00:00,Staff,Renewal,28
2016-10-12 08:15:33,Staff,Application,1
2016-10-12 08:49:32,Online,Application,1
2016-10-12 09:05:34,Staff,Application,1
2016-10-12 09:22:34,Staff,Application,1
2016-10-12 09:33:54,Staff,Application,1
2016-10-12 10:08:34,Online,Application,1
2016-10-12 10:10:36,Online,Application,1
2016-10-12 10:15:57,Staff,Application,1
2016-10-12 10:16:04,Staff,Application,1
2016-10-12 10:21:17,Staff,Application,1
2016-10-12 10:50:48,Online,Application,1
2016-10-12 10:53:26,Online,Application,1
2016-10-12 11:07:54,Staff,Application,1
2016-10-12 11:12:54,Staff,Application,1
2016-10-12 11:23:09,Staff,Application,1
2016-10-12 12:02:38,Online,Application,1
2016-10-12 12:10:57,Online,Application,1
2016-10-12 12:11:55,Online,Application,1
2016-10-12 12:12:51,Online,Application,1
2016-10-12 12:31:06,Online,Application,1
2016-10-12 12:38:20,Staff,Application,1
2016-10-12 12:39:06,Online,Application,1
2016-10-12 12:56:10,Staff,Application,1
2016-10-12 13:00:12,Online,Application,1
2016-10-12 13:29:54,Online,Application,1
2016-10-12 13:31:48,Online,Application,1
2016-10-12 13:32:55,Staff,Application,1
2016-10-12 13:42:06,Staff,Application,1
2016-10-12 13:42:47,Online,Application,1
2016-10-12 13:48:19,Online,Application,1
2016-10-12 13:58:43,Staff,Application,1
2016-10-12 14:09:37,Staff,Application,1
2016-10-12 14:36:41,Staff,Application,1
2016-10-12 14:44:12,Staff,Application,1
2016-10-12 14:52:28,Online,Application,1
2016-10-12 14:57:59,Online,Application,1
2016-10-12 15:03:35,Staff,Application,1
2016-10-12 15:03:53,Staff,Application,1
2016-10-12 15:03:58,Online,Application,1
2016-10-12 15:05:44,Staff,Application,1
2016-10-12 15:10:17,Staff,Application,1
2016-10-12 15:19:15,Staff,Application,1
2016-10-12 15:24:20,Online,Application,1
2016-10-12 15:25:00,Online,Application,1
2016-10-12 15:25:02,Online,Application,1
2016-10-12 15:34:24,Staff,Application,1
2016-10-12 15:36:06,Online,Application,1
2016-10-12 15:40:02,Staff,Application,1
2016-10-12 15:48:27,Online,Application,1
2016-10-12 15:50:22,Staff,Application,1
2016-10-12 15:52:25,Online,Application,1
2016-10-12 16:03:23,Online,Application,1
2016-10-12 16:04:29,Staff,Application,1
2016-10-12 16:05:08,Online,Application,1
2016-10-13 00:00:00,Staff,Renewal,33
2016-10-13 02:13:26,Online,Application,1
2016-10-13 07:20:47,Online,Application,1
2016-10-13 07:57:16,Online,Application,1
2016-10-13 08:17:08,Online,Application,1
2016-10-13 09:04:41,Staff,Application,1
2016-10-13 09:19:35,Staff,Application,1
2016-10-13 09:23:53,Staff,Application,1
2016-10-13 09:23:59,Online,Application,1
2016-10-13 09:34:28,Staff,Application,1
2016-10-13 09:36:04,Staff,Application,1
2016-10-13 09:37:17,Staff,Application,1
2016-10-13 09:43:03,Online,Application,1
2016-10-13 09:46:03,Online,Application,1
2016-10-13 09:51:23,Staff,Application,1
2016-10-13 09:58:52,Staff,Application,1
2016-10-13 10:13:09,Staff,Application,1
2016-10-13 10:20:14,Staff,Application,1
2016-10-13 10:24:40,Staff,Application,1
2016-10-13 10:44:00,Staff,Application,1
2016-10-13 10:44:26,Staff,Application,1
2016-10-13 11:04:31,Staff,Application,1
2016-10-13 11:20:42,Online,Application,1
2016-10-13 11:21:23,Online,Application,1
2016-10-13 11:21:25,Staff,Application,1
2016-10-13 11:33:23,Online,Application,1
2016-10-13 11:51:30,Online,Application,1
2016-10-13 11:52:12,Online,Application,1
2016-10-13 12:01:06,Staff,Application,1
2016-10-13 12:11:34,Staff,Application,1
2016-10-13 12:15:34,Staff,Application,1
2016-10-13 12:29:53,Staff,Application,1
2016-10-13 12:30:19,Staff,Application,1
2016-10-13 12:32:06,Staff,Application,1
2016-10-13 12:34:00,Staff,Application,1
2016-10-13 12:35:39,Online,Application,1
2016-10-13 12:40:53,Staff,Application,1
2016-10-13 12:46:14,Online,Application,1
2016-10-13 12:50:49,Online,Application,1
2016-10-13 12:53:35,Online,Application,1
2016-10-13 12:56:16,Staff,Application,1
2016-10-13 12:59:07,Staff,Application,1
2016-10-13 13:03:35,Online,Application,1
2016-10-13 13:04:14,Online,Application,1
2016-10-13 13:17:30,Staff,Application,1
2016-10-13 13:19:49,Online,Application,1
2016-10-13 13:21:57,Staff,Application,1
2016-10-13 13:22:02,Staff,Application,1
2016-10-13 13:41:30,Staff,Application,1
2016-10-13 13:52:08,Staff,Application,1
2016-10-13 13:58:05,Staff,Application,1
2016-10-13 14:01:12,Online,Application,1
2016-10-13 14:04:19,Online,Application,1
2016-10-13 14:06:33,Online,Application,1
2016-10-13 14:13:14,Online,Application,1
2016-10-13 14:16:31,Online,Application,1
2016-10-13 14:18:39,Online,Application,1
2016-10-13 14:18:52,Staff,Application,1
2016-10-13 14:23:00,Staff,Application,1
2016-10-13 14:24:57,Staff,Application,1
2016-10-13 14:30:31,Online,Application,1
2016-10-13 14:30:31,Staff,Application,1
2016-10-13 14:32:30,Online,Application,1
2016-10-13 14:42:06,Staff,Application,1
2016-10-13 14:44:48,Online,Application,1
2016-10-13 14:53:07,Staff,Application,1
2016-10-13 15:03:07,Online,Application,1
2016-10-13 15:03:15,Staff,Application,1
2016-10-13 15:06:09,Online,Application,1
2016-10-13 15:06:29,Staff,Application,1
2016-10-13 15:09:06,Staff,Application,1
2016-10-13 15:11:14,Online,Application,1
2016-10-13 15:16:00,Staff,Application,1
2016-10-13 15:16:15,Online,Application,1
2016-10-13 15:21:03,Online,Application,1
2016-10-13 15:23:33,Staff,Application,1
2016-10-13 15:33:28,Online,Application,1
2016-10-13 15:42:02,Staff,Application,1
2016-10-13 15:45:58,Staff,Application,1
2016-10-13 15:53:08,Online,Application,1
2016-10-13 15:54:09,Staff,Application,1
2016-10-13 15:55:20,Online,Application,1
2016-10-13 15:59:47,Staff,Application,1
2016-10-13 16:10:10,Online,Application,1
2016-10-13 16:10:40,Online,Application,1
2016-10-13 16:15:58,Staff,Application,1
2016-10-13 16:17:29,Staff,Application,1
2016-10-13 16:27:26,Staff,Application,1
2016-10-13 16:29:05,Staff,Application,1
2016-10-13 16:50:57,Online,Application,1
2016-10-13 19:16:32,Online,Application,1
2016-10-14 00:00:00,Staff,Renewal,36
2016-10-14 08:32:08,Online,Application,1
2016-10-14 08:51:28,Online,Application,1
2016-10-14 09:19:37,Online,Application,1
2016-10-14 09:22:06,Online,Application,1
2016-10-14 10:02:55,Staff,Application,1
2016-10-14 10:07:38,Staff,Application,1
2016-10-14 10:16:03,Staff,Application,1
2016-10-14 10:26:29,Staff,Application,1
2016-10-14 10:36:05,Online,Application,1
2016-10-14 10:36:14,Online,Application,1
2016-10-14 10:43:09,Staff,Application,1
2016-10-14 10:45:45,Online,Application,1
2016-10-14 10:59:39,Online,Application,1
2016-10-14 11:04:42,Online,Application,1
2016-10-14 11:06:51,Online,Application,1
2016-10-14 11:21:59,Online,Application,1
2016-10-14 11:24:03,Staff,Application,1
2016-10-14 11:27:32,Online,Application,1
2016-10-14 11:29:01,Staff,Application,1
2016-10-14 11:31:59,Online,Application,1
2016-10-14 11:34:58,Online,Application,1
2016-10-14 11:36:36,Online,Application,1
2016-10-14 11:52:13,Staff,Application,1
2016-10-14 11:54:02,Online,Application,1
2016-10-14 12:09:58,Online,Application,1
2016-10-14 12:14:57,Staff,Application,1
2016-10-14 12:24:43,Staff,Application,1
2016-10-14 12:27:36,Staff,Application,1
2016-10-14 12:41:50,Staff,Application,1
2016-10-14 12:46:43,Staff,Application,1
2016-10-14 13:45:44,Staff,Application,1
2016-10-14 13:46:33,Staff,Application,1
2016-10-14 13:50:09,Online,Application,1
2016-10-14 13:53:52,Staff,Application,1
2016-10-14 13:55:00,Staff,Application,1
2016-10-14 14:07:56,Staff,Application,1
2016-10-14 14:11:55,Staff,Application,1
2016-10-14 14:37:56,Staff,Application,1
2016-10-14 14:38:40,Online,Application,1
2016-10-14 14:54:06,Staff,Application,1
2016-10-14 15:07:19,Online,Application,1
2016-10-14 15:18:35,Staff,Application,1
2016-10-14 15:33:29,Online,Application,1
2016-10-14 15:33:51,Staff,Application,1
2016-10-14 15:36:49,Staff,Application,1
2016-10-14 15:40:10,Online,Application,1
2016-10-14 15:57:41,Online,Application,1
2016-10-14 15:59:57,Staff,Application,1
2016-10-14 16:01:18,Online,Application,1
2016-10-14 16:15:26,Online,Application,1
2016-10-14 16:19:41,Staff,Application,1
2016-10-14 16:35:20,Staff,Application,1
2016-10-14 16:49:22,Staff,Application,1
2016-10-15 00:00:00,Staff,Renewal,12
2016-10-15 00:46:56,Online,Application,1
2016-10-16 00:00:00,Staff,Renewal,2
2016-10-16 12:43:34,Online,Application,1
2016-10-16 21:02:20,Online,Application,1
2016-10-16 22:32:07,Online,Application,1
2016-10-17 00:00:00,Staff,Renewal,58
2016-10-17 08:30:01,Online,Application,1
2016-10-17 08:36:49,Staff,Application,1
2016-10-17 08:40:41,Online,Application,1
2016-10-17 08:52:17,Online,Application,1
2016-10-17 08:54:57,Staff,Application,1
2016-10-17 09:30:56,Online,Application,1
2016-10-17 09:39:04,Online,Application,1
2016-10-17 09:43:12,Online,Application,1
2016-10-17 10:03:56,Online,Application,1
2016-10-17 10:23:54,Online,Application,1
2016-10-17 10:59:57,Online,Application,1
2016-10-17 11:20:45,Staff,Application,1
2016-10-17 11:22:40,Online,Application,1
2016-10-17 11:26:52,Staff,Application,1
2016-10-17 11:37:27,Online,Application,1
2016-10-17 11:39:22,Online,Application,1
2016-10-17 11:40:28,Staff,Application,1
2016-10-17 11:40:52,Online,Application,1
2016-10-17 11:52:04,Staff,Application,1
2016-10-17 11:53:31,Online,Application,1
2016-10-17 11:53:32,Online,Application,1
2016-10-17 11:55:41,Online,Application,1
2016-10-17 11:57:54,Online,Application,1
2016-10-17 11:58:07,Online,Application,1
2016-10-17 11:59:22,Online,Application,1
2016-10-17 12:00:24,Staff,Application,1
2016-10-17 12:00:27,Online,Application,1
2016-10-17 12:00:39,Staff,Application,1
2016-10-17 12:18:37,Online,Application,1
2016-10-17 12:18:53,Staff,Application,1
2016-10-17 12:29:37,Online,Application,1
2016-10-17 12:41:41,Staff,Application,1
2016-10-17 12:55:26,Staff,Application,1
2016-10-17 12:57:01,Online,Application,1
2016-10-17 12:57:43,Online,Application,1
2016-10-17 13:00:31,Online,Application,1
2016-10-17 13:01:22,Online,Application,1
2016-10-17 13:09:25,Online,Application,1
2016-10-17 13:25:35,Online,Application,1
2016-10-17 13:30:55,Online,Application,1
2016-10-17 13:37:42,Online,Application,1
2016-10-17 13:39:25,Staff,Application,1
2016-10-17 13:48:22,Staff,Application,1
2016-10-17 13:50:26,Online,Application,1
2016-10-17 14:03:41,Online,Application,1
2016-10-17 14:24:46,Online,Application,1
2016-10-17 14:34:34,Staff,Application,1
2016-10-17 14:51:53,Online,Application,1
2016-10-17 15:07:01,Staff,Application,1
2016-10-17 15:08:09,Online,Application,1
2016-10-17 15:38:13,Staff,Application,1
2016-10-17 15:40:18,Online,Application,1
2016-10-17 15:54:54,Staff,Application,1
2016-10-17 16:19:50,Online,Application,1
2016-10-17 16:48:33,Online,Application,1
2016-10-17 16:54:32,Online,Application,1
2016-10-17 23:15:31,Online,Application,1
2016-10-18 00:00:00,Staff,Renewal,33
2016-10-18 08:18:21,Online,Application,1
2016-10-18 08:24:09,Online,Application,1
2016-10-18 08:42:07,Online,Application,1
2016-10-18 08:44:16,Online,Application,1
2016-10-18 08:46:04,Online,Application,1
2016-10-18 09:07:21,Staff,Application,1
2016-10-18 09:37:14,Staff,Application,1
2016-10-18 09:37:41,Online,Application,1
2016-10-18 09:48:25,Online,Application,1
2016-10-18 09:50:38,Online,Application,1
2016-10-18 10:01:48,Online,Application,1
2016-10-18 10:02:01,Staff,Application,1
2016-10-18 10:13:12,Staff,Application,1
2016-10-18 10:25:37,Online,Application,1
2016-10-18 10:30:09,Online,Application,1
